id,lat,lon,tile,label,notes,row,col
manual_278880,16.6515808,-24.3200952,Sao_Nicolau_tile14.tif,Non-Agricultural,Open Field / Tree,390,167
manual_615997,16.6488927,-24.3968324,Sao_Nicolau_tile4.tif,Non-Agricultural,Open Field / Tree,424,363
manual_28415,16.4911445,-24.3102329,Sao_Nicolau_tile10.tif,Non-Agricultural,Open Field / Tree,306,274
manual_340597,16.6441896,-24.2395290,Sao_Nicolau_tile23.tif,Non-Agricultural,Water Bodies,4,18
manual_530993,16.6316776,-24.2774293,Sao_Nicolau_tile18.tif,Non-Agricultural,Water Bodies,144,119
manual_607508,16.5616546,-24.2697831,Sao_Nicolau_tile17.tif,Non-Agricultural,Water Bodies,456,196
manual_910326,16.6690027,-24.3814549,Sao_Nicolau_tile9.tif,Non-Agricultural,Water Bodies,195,23
manual_914643,16.6711899,-24.3801823,Sao_Nicolau_tile9.tif,Non-Agricultural,Water Bodies,171,37
manual_137470,16.6473273,-24.3207710,Sao_Nicolau_tile14.tif,Non-Agricultural,Building / Man Made,437,159
manual_769631,16.6504679,-24.3219489,Sao_Nicolau_tile14.tif,Non-Agricultural,Building / Man Made,402,147
manual_262870,16.6432720,-24.3928007,Sao_Nicolau_tile3.tif,Non-Agricultural,Building / Man Made,21,413
manual_812687,16.5894391,-24.2939375,Sao_Nicolau_tile12.tif,Non-Agricultural,Building / Man Made,152,451
manual_525163,16.5904956,-24.2842195,Sao_Nicolau_tile17.tif,Non-Agricultural,Building / Man Made,134,47
Highscore_486453,16.6495585,-24.3615429,Sao_Nicolau_tile9.tif,Agricultural,Agricultural Doubtful,414,232
Highscore_781392,16.6088295,-24.3570881,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,400,280
Highscore_61033,16.6589220,-24.3407302,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,314,456
Highscore_333718,16.6432512,-24.3663955,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,17,187
Highscore_228358,16.6088310,-24.3569945,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,400,281
Highscore_699294,16.6483185,-24.3208817,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Certain,426,158
Highscore_610551,16.6333166,-24.3219340,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,127,152
Highscore_446292,16.6589205,-24.3408238,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,314,455
Highscore_301581,16.6090130,-24.3569041,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,398,282
Highscore_157751,16.6418450,-24.3806969,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,30,34
Highscore_561690,16.6454848,-24.3230802,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,457,134
Highscore_375283,16.6434728,-24.3527286,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,17,333
Highscore_641818,16.6467015,-24.3203857,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,444,163
Highscore_513492,16.6471324,-24.3497022,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,443,358
Highscore_558332,16.6502256,-24.3201655,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,405,166
Highscore_516430,16.6128417,-24.3433956,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,358,427
Highscore_694506,16.6117691,-24.3483389,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,369,374
Highscore_435446,16.6194538,-24.3363946,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,286,503
Highscore_551741,16.6496487,-24.3615445,Sao_Nicolau_tile9.tif,Agricultural,Agricultural Doubtful,413,232
Highscore_954284,16.6513808,-24.3213091,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Certain,392,154
Highscore_801998,16.6417931,-24.3616883,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,34,237
Highscore_849888,16.6591945,-24.3350226,Sao_Nicolau_tile14.tif,Non-Agricultural,Open Field / Tree,303,9
Highscore_509834,16.6577775,-24.3389311,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,327,475
Highscore_249453,16.6563638,-24.3370337,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,343,495
Highscore_11928,16.6460071,-24.3634473,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,453,211
Highscore_473364,16.6455559,-24.3634394,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,458,211
Highscore_967762,16.6481635,-24.3192872,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,428,175
Highscore_656497,16.6463406,-24.3203794,Sao_Nicolau_tile14.tif,Non-Agricultural,Open Field / Tree,448,163
Highscore_344109,16.6276844,-24.2730542,Sao_Nicolau_tile18.tif,Non-Agricultural,Open Field / Tree,189,165
Highscore_348282,16.6440036,-24.3645360,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,9,207
Highscore_89238,16.6183871,-24.3241112,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,292,126
Highscore_531640,16.6485050,-24.3205104,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,424,162
Highscore_779836,16.6431183,-24.3130200,Sao_Nicolau_tile13.tif,Agricultural,Agricultural Certain,20,249
Highscore_18021,16.6508932,-24.3571652,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,400,279
Highscore_27112,16.6441886,-24.3642583,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,7,210
Highscore_270712,16.6507566,-24.3208301,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Certain,399,159
Highscore_317922,16.6346883,-24.3208341,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,112,164
Highscore_21318,16.6448249,-24.3639885,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,466,205
Highscore_66946,16.6340461,-24.3214784,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,119,157
Highscore_871234,16.6441886,-24.3642583,Sao_Nicolau_tile9.tif,Agricultural,Agricultural Doubtful,473,202
Highscore_558919,16.6418029,-24.3555086,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,35,303
Highscore_957128,16.6450053,-24.3639916,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,464,205
Highscore_937461,16.6467881,-24.3486662,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,447,369
Highscore_550928,16.6439437,-24.3626622,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,10,227
Highscore_420745,16.6431513,-24.3614311,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,19,240
Highscore_473638,16.6090145,-24.3568105,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,398,283
Highscore_503116,16.6429283,-24.3529064,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,23,331
Highscore_70399,16.6310363,-24.2951155,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,157,438
Highscore_738531,16.6466805,-24.3216963,Sao_Nicolau_tile14.tif,Non-Agricultural,Open Field / Tree,444,149
Highscore_857473,16.6577790,-24.3388375,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,327,476
Highscore_923952,16.6445496,-24.3642646,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,3,210
Highscore_365184,16.6445496,-24.3642646,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,469,202
Highscore_288207,16.6449440,-24.3622115,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,465,224
Highscore_545925,16.6437617,-24.3627527,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,12,226
Highscore_235913,16.6490389,-24.3209878,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,418,157
Highscore_788377,16.6479855,-24.3471888,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,434,385
Highscore_665460,16.6222389,-24.3484270,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,253,375
Highscore_495048,16.6440066,-24.3643487,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,9,209
Highscore_240885,16.6452867,-24.3633411,Sao_Nicolau_tile9.tif,Agricultural,Agricultural Doubtful,461,212
Highscore_218521,16.6435645,-24.3526365,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,16,334
Highscore_302204,16.6346026,-24.3205517,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,113,167
Highscore_487511,16.6442758,-24.3644471,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,6,208
Highscore_258556,16.6442758,-24.3644471,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,472,200
Highscore_309673,16.6483425,-24.3193839,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Certain,426,174
Highscore_242845,16.6514741,-24.3211234,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Certain,391,156
Highscore_397311,16.6350478,-24.3209339,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,108,163
Highscore_281839,16.6483440,-24.3192903,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,426,175
Highscore_223389,16.6448249,-24.3639885,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,0,213
Highscore_497488,16.6270780,-24.3338112,Sao_Nicolau_tile13.tif,Agricultural,Agricultural Doubtful,194,24
Highscore_39656,16.6502850,-24.3612747,Sao_Nicolau_tile9.tif,Agricultural,Agricultural Doubtful,406,235
Highscore_523021,16.6465798,-24.3223500,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Certain,445,142
Highscore_39270,16.6183886,-24.3240176,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,292,127
Highscore_906252,16.6284615,-24.3431981,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,185,432
Highscore_562184,16.6442789,-24.3642599,Sao_Nicolau_tile8.tif,Agricultural,Agricultural Doubtful,6,210
Highscore_968000,16.6442789,-24.3642599,Sao_Nicolau_tile9.tif,Agricultural,Agricultural Doubtful,472,202
Highscore_479428,16.6330456,-24.2936517,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,135,454
Highscore_112805,16.6502834,-24.3613683,Sao_Nicolau_tile9.tif,Agricultural,Agricultural Doubtful,406,234
Highscore_960714,16.6357878,-24.3198230,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,100,175
Highscore_938081,16.6480757,-24.3471904,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,433,385
Highscore_740910,16.6343138,-24.3216703,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,116,155
Highscore_82135,16.6480727,-24.3473776,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,433,383
Highscore_658884,16.6439376,-24.3518939,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,12,342
Highscore_344195,16.6501014,-24.3614588,Sao_Nicolau_tile9.tif,Non-Agricultural,Open Field / Tree,408,233
Highscore_266428,16.6345063,-24.3209246,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,114,163
Highscore_478664,16.6514756,-24.3210298,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Certain,391,157
Highscore_454091,16.6494119,-24.3202451,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Certain,414,165
Highscore_301109,16.6439422,-24.3627558,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,10,226
Highscore_849128,16.6475950,-24.3209629,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,434,157
Highscore_988953,16.6430170,-24.3530016,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,22,330
Highscore_204388,16.6347681,-24.3214909,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,111,157
Highscore_138300,16.6309476,-24.2950204,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,158,439
Highscore_468116,16.6480507,-24.3206898,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,429,160
Highscore_629969,16.6463978,-24.3224405,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Certain,447,141
Highscore_729992,16.6332264,-24.3219325,Sao_Nicolau_tile13.tif,Non-Agricultural,Open Field / Tree,128,152
Highscore_224809,16.6270810,-24.3336240,Sao_Nicolau_tile13.tif,Agricultural,Agricultural Doubtful,194,26
Highscore_972530,16.6436517,-24.3528253,Sao_Nicolau_tile8.tif,Non-Agricultural,Open Field / Tree,15,332
ProbableAgri_649588,16.6490977,-24.3953378,Sao_Nicolau_tile4.tif,Agricultural,Agricultural Certain,422,379
ProbableAgri_139427,16.6491879,-24.3953394,Sao_Nicolau_tile4.tif,Agricultural,Agricultural Certain,421,379
ProbableAgri_460905,16.6497355,-24.3949745,Sao_Nicolau_tile4.tif,Agricultural,Agricultural Certain,415,383
ProbableAgri_322772,16.6496299,-24.3959090,Sao_Nicolau_tile4.tif,Agricultural,Agricultural Certain,416,373
ProbableAgri_823783,16.6480012,-24.3237791,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,429,127
ProbableAgri_390384,16.6480027,-24.3236855,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,429,128
ProbableAgri_662039,16.6476477,-24.3956868,Sao_Nicolau_tile4.tif,Agricultural,Agricultural Certain,438,375
ProbableAgri_499963,16.6479095,-24.3238712,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,430,126
ProbableAgri_282823,16.6479110,-24.3237776,Sao_Nicolau_tile14.tif,Agricultural,Agricultural Doubtful,430,127
ProbableAgri_136954,16.6496284,-24.3960026,Sao_Nicolau_tile4.tif,Agricultural,Agricultural Certain,416,372
ProbableAgri_495470,16.6487352,-24.3954251,Sao_Nicolau_tile4.tif,Agricultural,Agricultural Certain,426,378
ProbableAgri_789851,16.6497202,-24.3959106,Sao_Nicolau_tile4.tif,Agricultural,Agricultural Certain,415,373
ProbableAgri_525715,16.6497186,-24.3960042,Sao_Nicolau_tile4.tif,Agricultural,Agricultural Certain,415,372
ProbableAgri_491994,16.6477395,-24.3955948,Sao_Nicolau_tile4.tif,Agricultural,Agricultural Certain,437,376
ProbableAgri_128137,16.6497278,-24.3954426,Sao_Nicolau_tile4.tif,Agricultural,Agricultural Certain,415,378
AL_1_300913,14.9606031,-23.6296466,Santiago_tile31.tif,Non-Agricultural,Open Field / Tree,270,228
AL_1_589238,15.1977099,-23.2103915,Maio_tile1.tif,Non-Agricultural,Open Field / Tree,64,313
AL_1_326854,15.1178110,-23.5556994,Santiago_tile54.tif,Non-Agricultural,Open Field / Tree,25,51
AL_1_644609,16.7632548,-22.9776490,Sal_tile3.tif,Non-Agricultural,Open Field / Tree,38,268
AL_1_382029,14.8793660,-24.7146920,Brava_tile2.tif,Non-Agricultural,Open Field / Tree,280,396
AL_1_188611,15.1814035,-23.6109692,Santiago_tile36.tif,Non-Agricultural,Open Field / Tree,324,428
AL_1_148120,16.6137103,-24.2718809,Sao_Nicolau_tile18.tif,Non-Agricultural,Open Field / Tree,344,175
AL_1_832913,17.1174326,-25.1516886,Santo_Antao_tile32.tif,Agricultural,Agricultural Certain,84,376
AL_1_410108,17.0331534,-25.2233247,Santo_Antao_tile23.tif,Non-Agricultural,Open Field / Tree,14,110
AL_1_679572,17.1140656,-25.1134370,Santo_Antao_tile39.tif,Non-Agricultural,Open Field / Tree,120,287
AL_1_90264,14.8513332,-24.7014079,Brava_tile4.tif,Non-Agricultural,Open Field / Tree,201,52
AL_1_474172,15.0272393,-24.3883788,Fogo_tile17.tif,Non-Agricultural,Open Field / Tree,359,277
AL_1_355933,15.1824324,-23.6619516,Santiago_tile26.tif,Non-Agricultural,Open Field / Tree,312,367
AL_1_214909,14.9669253,-24.4492718,Fogo_tile9.tif,Non-Agricultural,Open Field / Tree,89,137
AL_1_28334,17.1152910,-25.0392630,Santo_Antao_tile53.tif,Non-Agricultural,Open Field / Tree,102,84
AL_1_361242,14.9667944,-24.4697905,Fogo_tile3.tif,Non-Agricultural,Open Field / Tree,96,428
AL_1_298225,15.0870387,-23.6162278,Santiago_tile34.tif,Non-Agricultural,Open Field / Tree,369,371
AL_1_906869,16.6114466,-24.4179852,Sao_Nicolau_tile3.tif,Non-Agricultural,Open Field / Tree,369,138
AL_1_991956,17.0862287,-25.1558728,Santo_Antao_tile32.tif,Non-Agricultural,Open Field / Tree,429,324
AL_1_790362,15.0188285,-24.3283347,Fogo_tile23.tif,Non-Agricultural,Open Field / Tree,454,410
AL_1_173485,15.0923093,-23.6213128,Santiago_tile34.tif,Non-Agricultural,Open Field / Tree,310,317
AL_1_768012,15.0782581,-23.7623488,Santiago_tile4.tif,Non-Agricultural,Open Field / Tree,465,261
AL_1_759637,15.0616637,-23.5521461,Santiago_tile53.tif,Non-Agricultural,Open Field / Tree,148,88
AL_1_824730,15.0372651,-24.3759039,Fogo_tile17.tif,Non-Agricultural,Open Field / Tree,250,413
AL_1_878465,14.9380231,-23.6528761,Santiago_tile20.tif,Non-Agricultural,Open Field / Tree,23,469
AL_2_756809,15.3229077,-23.7351056,Santiago_tile19.tif,Non-Agricultural,Open Field / Tree,251,69
AL_2_136192,14.8725518,-24.6951816,Brava_tile5.tif,Non-Agricultural,Open Field / Tree,351,116
AL_2_901315,15.1012896,-23.7326180,Santiago_tile14.tif,Agricultural,Agricultural Doubtful,208,96
AL_2_32357,15.0349946,-24.3340663,Fogo_tile23.tif,Non-Agricultural,Open Field / Tree,274,351
AL_2_70318,15.1651890,-23.7291600,Santiago_tile16.tif,Non-Agricultural,Open Field / Tree,500,130
AL_2_993585,15.0085537,-23.6542095,Santiago_tile22.tif,Non-Agricultural,Open Field / Tree,241,452
